,title,genres,year,type,originals,description,everything
3029,The Christmas Trap,drama,2017,movie,0,"When a couple on the brink of divorce get stuck in an elevator together on Christmas Eve, both think it will be a nightmare. But surprisingly, the Christmas music brings back memories, the gifts they have just shopped for spark a flame, and a misunderstanding from a Christmas past is resolved. As the elevator crew works overtime to rescue them, they realize where they went wrong and rekindle a love that had never really died.","When a couple on the brink of divorce get stuck in an elevator together on Christmas Eve, both think it will be a nightmare. But surprisingly, the Christmas music brings back memories, the gifts they have just shopped for spark a flame, and a misunderstanding from a Christmas past is resolved. As the elevator crew works overtime to rescue them, they realize where they went wrong and rekindle a love that had never really died. drama"
3030,The Clapper,"comedy,drama",2017,movie,0,15 minutes of fame destroys the life of a man who works as a clapper in television.,"15 minutes of fame destroys the life of a man who works as a clapper in television. comedy,drama"
3031,The Climb,"comedy,drama,romance,action-and-adventure",2017,movie,1,"A true story of Samy, native of La Courneuve, who is out of love for Nadia, decides to climb Mount Everest.","A true story of Samy, native of La Courneuve, who is out of love for Nadia, decides to climb Mount Everest. comedy,drama,romance,action-and-adventure"
3032,The Cloverfield Paradox,"horror,mystery,science-fiction,thriller",2017,movie,1,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.","Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality. horror,mystery,science-fiction,thriller"
3033,The Coldest Game,"thriller,mystery",2019,movie,1,"During 1962's Cuban missile crisis, a troubled math genius finds himself drafted to play in a U.S.-Soviet chess match -- and a deadly game of espionage.","During 1962's Cuban missile crisis, a troubled math genius finds himself drafted to play in a U.S.-Soviet chess match -- and a deadly game of espionage. thriller,mystery"
3034,The Company Men,drama,2010,movie,0,"Bobby Walker lives the proverbial American dream: great job, beautiful family, shiny Porsche in the garage. When corporate downsizing leaves him and two co-workers jobless, the three men are forced to re-define their lives as men, husbands and fathers.","Bobby Walker lives the proverbial American dream: great job, beautiful family, shiny Porsche in the garage. When corporate downsizing leaves him and two co-workers jobless, the three men are forced to re-define their lives as men, husbands and fathers. drama"
3035,The Confirmation,"comedy,drama,history",2016,movie,0,A divorced father reconnects with his son when they track down a stolen toolbox over the course of a weekend.,"A divorced father reconnects with his son when they track down a stolen toolbox over the course of a weekend. comedy,drama,history"
3036,The Consul's Son,"comedy,thriller,drama,family",2011,movie,0,"The role of the story is about the famous counterfeiter known as Consul, for his ability to forge high-passports and visas and reflects the role Khaled Saleh. But it is in the grip of the police and the prison is trying to fake a young man (embodied by Ahmed El Sakka) to cheat him using a girl ""Ghada Adel"" called the night she's a girl, so I called the consul because he is trying to convince the consul that his son.","The role of the story is about the famous counterfeiter known as Consul, for his ability to forge high-passports and visas and reflects the role Khaled Saleh. But it is in the grip of the police and the prison is trying to fake a young man (embodied by Ahmed El Sakka) to cheat him using a girl ""Ghada Adel"" called the night she's a girl, so I called the consul because he is trying to convince the consul that his son. comedy,thriller,drama,family"
3037,The Core,"action-and-adventure,science-fiction,mystery,thriller",2003,movie,0,"Geophysicist Dr. Josh Keyes discovers that an unknown force has caused the earth's inner core to stop rotating. With the planet's magnetic field rapidly deteriorating, our atmosphere literally starts to come apart at the seams with catastrophic consequences. To resolve the crisis, Keyes, along with a team of the world's most gifted scientists, travel into the earth's core. Their mission: detonate a device that will reactivate the core.","Geophysicist Dr. Josh Keyes discovers that an unknown force has caused the earth's inner core to stop rotating. With the planet's magnetic field rapidly deteriorating, our atmosphere literally starts to come apart at the seams with catastrophic consequences. To resolve the crisis, Keyes, along with a team of the world's most gifted scientists, travel into the earth's core. Their mission: detonate a device that will reactivate the core. action-and-adventure,science-fiction,mystery,thriller"
3038,The Crew,"drama,crime,mystery,thriller,action-and-adventure",2015,movie,1,It’s bad men versus worse men as thieves face off against dealers in this super slick French heist thriller from the director of Chrysalis and The Assault.,"It’s bad men versus worse men as thieves face off against dealers in this super slick French heist thriller from the director of Chrysalis and The Assault. drama,crime,mystery,thriller,action-and-adventure"
3039,The Croods,"animation,action-and-adventure,comedy,family,fantasy",2013,movie,0,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.","The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever. animation,action-and-adventure,comedy,family,fantasy"
3040,The Cruise,comedy,1970,movie,0,"A stowaway (Stanisław Tym) sneaks aboard a ship departing on a cruise down the Vistula River. The captain takes him for a Communist Party cultural coordinator and the intruder gladly adapts to his new role, immediately setting to work at manipulating the passengers and crew into silly and vaguely humiliating games. Before long, Tym has got everyone under his thumb and created his own comedic dictatorship.","A stowaway (Stanisław Tym) sneaks aboard a ship departing on a cruise down the Vistula River. The captain takes him for a Communist Party cultural coordinator and the intruder gladly adapts to his new role, immediately setting to work at manipulating the passengers and crew into silly and vaguely humiliating games. Before long, Tym has got everyone under his thumb and created his own comedic dictatorship. comedy"
3041,The Crying Game,"crime,lgbtq,drama,romance,thriller,mystery,sport",1992,movie,0,"Irish Republican Army member Fergus forms an unexpected bond with Jody, a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude and Maguire. Jody makes Fergus promise he'll visit his girlfriend, Dil, in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.","Irish Republican Army member Fergus forms an unexpected bond with Jody, a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude and Maguire. Jody makes Fergus promise he'll visit his girlfriend, Dil, in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil. crime,lgbtq,drama,romance,thriller,mystery,sport"
3042,The Curious Case of Benjamin Button,"drama,fantasy,romance,mystery,thriller",2008,movie,0,"Born under unusual circumstances, Benjamin Button springs into being as an elderly man in a New Orleans nursing home and ages in reverse. Twelve years after his birth, he meets Daisy, a child who flits in and out of his life as she grows up to be a dancer. Though he has all sorts of unusual adventures over the course of his life, it is his relationship with Daisy, and the hope that they will come together at the right time, that drives Benjamin forward.","Born under unusual circumstances, Benjamin Button springs into being as an elderly man in a New Orleans nursing home and ages in reverse. Twelve years after his birth, he meets Daisy, a child who flits in and out of his life as she grows up to be a dancer. Though he has all sorts of unusual adventures over the course of his life, it is his relationship with Daisy, and the hope that they will come together at the right time, that drives Benjamin forward. drama,fantasy,romance,mystery,thriller"
3043,The C Word,documentary,2016,movie,0,"Cancer: Few words are more feared. But in her sharply researched, deftly humorous message of hope, survivor Meghan O’Hara (Oscar-nominated producer of “Bowling for Columbine, “Fahrenheit 9/11,” and “Sicko”) changes the way we think about this terrifying disease, showing that it’s time to stop being afraid of cancer and time to make cancer afraid of us. Following her diagnosis, O’Hara met neurologist Dr. David Servan-Schreiber, who was diagnosed with brain cancer while doing cancer research. Together they explore daily Western behaviors that are linked to 70% of cancer deaths: smoking, processed foods, stress, contaminants, and lack of exercise. Narrated and executive produced by Morgan Freeman, “The C Word” is an unflinching look at our complacency with cancer culture, the vibrant cast of characters who are changing the game, and the tools we already have to beat the dreaded scourge of our time. -TCFF database","Cancer: Few words are more feared. But in her sharply researched, deftly humorous message of hope, survivor Meghan O’Hara (Oscar-nominated producer of “Bowling for Columbine, “Fahrenheit 9/11,” and “Sicko”) changes the way we think about this terrifying disease, showing that it’s time to stop being afraid of cancer and time to make cancer afraid of us. Following her diagnosis, O’Hara met neurologist Dr. David Servan-Schreiber, who was diagnosed with brain cancer while doing cancer research. Together they explore daily Western behaviors that are linked to 70% of cancer deaths: smoking, processed foods, stress, contaminants, and lack of exercise. Narrated and executive produced by Morgan Freeman, “The C Word” is an unflinching look at our complacency with cancer culture, the vibrant cast of characters who are changing the game, and the tools we already have to beat the dreaded scourge of our time. -TCFF database documentary"
3044,The Dancer,"romance,drama",2011,movie,0,"During the darkest period in Indonesian history, Rasus, a military officer, is looking for the love of his life, Srintil. Though they have loved each other their whole life, Srintil's gift is driving them apart. The village elders believe that Srintil, a magical dancer called ronggeng, will lead them to order and prosperity. A belief strongly embraced by Srintil, but abhorred by Rasus, because this means she will never only be his. As the country sinks into political turmoil, the young soldier has to choose between his loyalty to the country and his love for Srintil. Their love is tested as they find themselves on opposite sides of history.","During the darkest period in Indonesian history, Rasus, a military officer, is looking for the love of his life, Srintil. Though they have loved each other their whole life, Srintil's gift is driving them apart. The village elders believe that Srintil, a magical dancer called ronggeng, will lead them to order and prosperity. A belief strongly embraced by Srintil, but abhorred by Rasus, because this means she will never only be his. As the country sinks into political turmoil, the young soldier has to choose between his loyalty to the country and his love for Srintil. Their love is tested as they find themselves on opposite sides of history. romance,drama"
3045,The Danish Girl,"biography,lgbtq,drama,romance",2015,movie,0,"When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer.","When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer. biography,lgbtq,drama,romance"
3046,The Darkest Dawn,science-fiction,2016,movie,0,"Evacuated from their home, two teenage sisters unite with fellow survivors and escape London by river to embark on an odyssey across the badlands of Britain.","Evacuated from their home, two teenage sisters unite with fellow survivors and escape London by river to embark on an odyssey across the badlands of Britain. science-fiction"
3047,The Darkness,"horror,thriller,mystery",2016,movie,0,A family returns from a Grand Canyon vacation with a supernatural presence in tow.,"A family returns from a Grand Canyon vacation with a supernatural presence in tow. horror,thriller,mystery"
3048,The Dark Side of Life: Mumbai City,drama,2018,movie,0,"Set in the city of Mumbai, The Dark Side of Life: Mumbai City is a multi-plotted story which revolves around the lives of seven individuals who are pushed to the brink of depression while battling their emotional and financial problems. Will they fight through it or will they succumb to their circumstances?","Set in the city of Mumbai, The Dark Side of Life: Mumbai City is a multi-plotted story which revolves around the lives of seven individuals who are pushed to the brink of depression while battling their emotional and financial problems. Will they fight through it or will they succumb to their circumstances? drama"
3049,The Dawn Wall,"documentary,biography,sport,action-and-adventure",2018,movie,0,"In the middle of Yosemite National Park towers El Capitan, a huge block of granite whose smoothest side, the Dawn Wall, is said to be the most difficult rock climb in the world. Tommy Caldwell didn’t see inhospitable terrain, but rather a puzzle almost a kilometer tall. In The Dawn Wall, we follow him and Kevin Jorgeson in their historic ascent to the summit.","In the middle of Yosemite National Park towers El Capitan, a huge block of granite whose smoothest side, the Dawn Wall, is said to be the most difficult rock climb in the world. Tommy Caldwell didn’t see inhospitable terrain, but rather a puzzle almost a kilometer tall. In The Dawn Wall, we follow him and Kevin Jorgeson in their historic ascent to the summit. documentary,biography,sport,action-and-adventure"
3050,The Death and Life of Marsha P. Johnson,documentary,2017,movie,1,"Describing herself as a 'street queen,' Johnson was a legendary fixture in New York City’s gay ghetto and a tireless voice for LGBT pride since the days of Stonewall, who along with fellow trans icon Sylvia Rivera, founded Street Transvestites Action Revolutionaries (S.T.A.R.), a trans activist group based in the heart of NYC’s Greenwich Village. Her death in 1992 was declared a suicide by the NYPD, but friends never accepted that version of events. Structured as a whodunit, with activist Victoria Cruz cast as detective and audience surrogate, The Death and Life of Marsha P. Johnson celebrates the lasting political legacy of Johnson, while seeking to finally solve the mystery of her unexplained death.","Describing herself as a 'street queen,' Johnson was a legendary fixture in New York City’s gay ghetto and a tireless voice for LGBT pride since the days of Stonewall, who along with fellow trans icon Sylvia Rivera, founded Street Transvestites Action Revolutionaries (S.T.A.R.), a trans activist group based in the heart of NYC’s Greenwich Village. Her death in 1992 was declared a suicide by the NYPD, but friends never accepted that version of events. Structured as a whodunit, with activist Victoria Cruz cast as detective and audience surrogate, The Death and Life of Marsha P. Johnson celebrates the lasting political legacy of Johnson, while seeking to finally solve the mystery of her unexplained death. documentary"
3051,The Death of Mr. Lazarescu,"drama,comedy",2005,movie,0,"Mr. Lazarescu is a retired Romanian engineer, spending his time in the company of his cats and booze. When he starts feeling unusually ill, he first seeks painkillers from his neighbors. It soon becomes apparent that Lazarescu is indeed sick, and an ambulance arrives with a nurse who has a few ideas about what could be the problem. However, a major traffic accident and poor organization leaves little room in Romanian hospitals for the fading Lazarescu.","Mr. Lazarescu is a retired Romanian engineer, spending his time in the company of his cats and booze. When he starts feeling unusually ill, he first seeks painkillers from his neighbors. It soon becomes apparent that Lazarescu is indeed sick, and an ambulance arrives with a nurse who has a few ideas about what could be the problem. However, a major traffic accident and poor organization leaves little room in Romanian hospitals for the fading Lazarescu. drama,comedy"
3052,The Death of Stalin,"comedy,drama,history",2017,movie,0,"When tyrannical dictator Josef Stalin dies in 1953, his parasitic cronies square off in a frantic power struggle to become the next Soviet leader. Among the contenders are the dweebish Georgy Malenkov, the wily Nikita Khrushchev and Lavrenti Beria, the sadistic secret police chief.","When tyrannical dictator Josef Stalin dies in 1953, his parasitic cronies square off in a frantic power struggle to become the next Soviet leader. Among the contenders are the dweebish Georgy Malenkov, the wily Nikita Khrushchev and Lavrenti Beria, the sadistic secret police chief. comedy,drama,history"
3053,The Debt Collector,"action-and-adventure,comedy",2018,movie,0,"A classically-trained martial artist goes to work as a debt collector for the mob. The job seems easy enough, until one “client” pulls him into a situation deeper than could ever be expected.","A classically-trained martial artist goes to work as a debt collector for the mob. The job seems easy enough, until one “client” pulls him into a situation deeper than could ever be expected. action-and-adventure,comedy"
3054,The Decline,"thriller,action-and-adventure",2020,movie,1,"Anticipating a disaster, Antoine, a father, attends a survivalist training given by Alain in his autonomous hideout. In fear of a natural, economic or social crisis, the group trains to face the different possible apocalyptic scenarios. But the disaster they will experience will not be the one they predicted.","Anticipating a disaster, Antoine, a father, attends a survivalist training given by Alain in his autonomous hideout. In fear of a natural, economic or social crisis, the group trains to face the different possible apocalyptic scenarios. But the disaster they will experience will not be the one they predicted. thriller,action-and-adventure"
3055,The Delivery Boy,"drama,thriller",2018,movie,0,"A runaway, teenage, suicide bomber and his newfound ally, a young prostitute, must rely on each other to survive the night while searching for answers to the terrible secrets that made them who they are.","A runaway, teenage, suicide bomber and his newfound ally, a young prostitute, must rely on each other to survive the night while searching for answers to the terrible secrets that made them who they are. drama,thriller"
3056,The Devil and Father Amorth,"documentary,horror",2018,movie,0,"William Friedkin attends an exorcism with Father Gabriele Amorth, as he treats an Italian woman named Cristina for the ninth time. Prior to filming, Cristina had purportedly been experiencing behavioral changes and “fits” that could not be explained by psychiatry, and which became worse during Christian holidays.","William Friedkin attends an exorcism with Father Gabriele Amorth, as he treats an Italian woman named Cristina for the ninth time. Prior to filming, Cristina had purportedly been experiencing behavioral changes and “fits” that could not be explained by psychiatry, and which became worse during Christian holidays. documentary,horror"
3057,The Devil We Know,documentary,2018,movie,0,"Unraveling one of the biggest environmental scandals of our time, a group of citizens in West Virginia take on a powerful corporation after they discover it has knowingly been dumping a toxic chemical — now found in the blood of 99.7% of Americans — into the local drinking water supply.","Unraveling one of the biggest environmental scandals of our time, a group of citizens in West Virginia take on a powerful corporation after they discover it has knowingly been dumping a toxic chemical — now found in the blood of 99.7% of Americans — into the local drinking water supply. documentary"
3058,The Dirt,"drama,comedy,musical,biography",2019,movie,1,The story of Mötley Crüe and their rise from the Sunset Strip club scene of the early 1980s to superstardom.,"The story of Mötley Crüe and their rise from the Sunset Strip club scene of the early 1980s to superstardom. drama,comedy,musical,biography"
3059,The Discovery,"drama,mystery,romance,science-fiction,thriller",2017,movie,1,"In the near future, due to a breakthrough scientific discovery by Dr. Thomas Harbor, there is now definitive proof of an afterlife. While countless people have chosen suicide to reset their existence, others try to decide what it all means. Among them is Dr. Harbor's son Will, who has arrived at his father's isolated compound with a mysterious young woman named Isla. There, they discover the strange acolytes who help Dr. Harbor with his experiments.","In the near future, due to a breakthrough scientific discovery by Dr. Thomas Harbor, there is now definitive proof of an afterlife. While countless people have chosen suicide to reset their existence, others try to decide what it all means. Among them is Dr. Harbor's son Will, who has arrived at his father's isolated compound with a mysterious young woman named Isla. There, they discover the strange acolytes who help Dr. Harbor with his experiments. drama,mystery,romance,science-fiction,thriller"
3060,The Distinguished Citizen,"comedy,drama",2016,movie,0,"After refusing big and prestigious awards all over the world, Mr. Mantovani, Literature Nobel Prize winner, accepts an invitation to visit his hometown in Argentina, which has been the inspiration for all of his books. It turns out that accepting this invitation is the worse idea of his life. Expect the unexpected when you have used real people as characters in your novels!","After refusing big and prestigious awards all over the world, Mr. Mantovani, Literature Nobel Prize winner, accepts an invitation to visit his hometown in Argentina, which has been the inspiration for all of his books. It turns out that accepting this invitation is the worse idea of his life. Expect the unexpected when you have used real people as characters in your novels! comedy,drama"
3061,The Doll,"thriller,horror",2016,movie,0,"Anya and Daniel just moved to their new house in Bandung. Daniel brings home a doll from his workplace. Anya, who is a dollmaker, welcomes the doll happily to their house. They later learned that the doll belonged to a little girl named Uci, who died when she and her family were brutally murdered in a robbery. Strange things begin to happen.....","Anya and Daniel just moved to their new house in Bandung. Daniel brings home a doll from his workplace. Anya, who is a dollmaker, welcomes the doll happily to their house. They later learned that the doll belonged to a little girl named Uci, who died when she and her family were brutally murdered in a robbery. Strange things begin to happen..... thriller,horror"
3062,The Doll 2,"horror,thriller",2017,movie,0,A couple who devastated after losing their only child resort into obsessive act that can dangerously threatening their own life.,"A couple who devastated after losing their only child resort into obsessive act that can dangerously threatening their own life. horror,thriller"
3063,The Do-Over,"comedy,action-and-adventure,mystery",2016,movie,1,The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.,"The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure. comedy,action-and-adventure,mystery"
3064,The Dreamer,drama,2009,movie,0,"This movie is an adaptation from a popular novel by the same title (Sang Pemimpi a.k.a The Dreamer). It portrays two village boys with a dream of traveling to Paris, to study at Sorbonne University.","This movie is an adaptation from a popular novel by the same title (Sang Pemimpi a.k.a The Dreamer). It portrays two village boys with a dream of traveling to Paris, to study at Sorbonne University. drama"
3065,The Drowning,"drama,thriller,mystery",2017,movie,0,"A psychiatrist faces his past, present and future when he finds himself involved in the treatment of a young man recently released from prison for a murder committed when the boy was just 11 years old.","A psychiatrist faces his past, present and future when he finds himself involved in the treatment of a young man recently released from prison for a murder committed when the boy was just 11 years old. drama,thriller,mystery"
3066,The Drug King,"crime,action-and-adventure,drama,thriller",2018,movie,1,"Busan, South Korea, 1970s. Lee Doo-sam is a small-time smuggler. After helping a drug gang to smuggle meth, he falls into the dark crime world. Quick-witted and full of ambition, he eventually takes over the drug underworld and starts to lead a double life: a good community leader during the day but an infamous drug lord during the night.","Busan, South Korea, 1970s. Lee Doo-sam is a small-time smuggler. After helping a drug gang to smuggle meth, he falls into the dark crime world. Quick-witted and full of ambition, he eventually takes over the drug underworld and starts to lead a double life: a good community leader during the day but an infamous drug lord during the night. crime,action-and-adventure,drama,thriller"
3067,The Duchess,"biography,drama,history,romance",2008,movie,0,"A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life.","A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life. biography,drama,history,romance"
3068,The Duel,drama,2016,movie,0,A Texas Ranger investigates a series of unexplained deaths in a town called Helena.,A Texas Ranger investigates a series of unexplained deaths in a town called Helena. drama
3069,The Edge of Democracy,"documentary,history",2019,movie,1,"A cautionary tale for these times of democracy in crisis—the personal and political fuse to explore one of the most dramatic periods in Brazilian history. With unprecedented access to Presidents Dilma Rousseff and Lula da Silva, we witness their rise and fall and the tragically polarized nation that remains.","A cautionary tale for these times of democracy in crisis—the personal and political fuse to explore one of the most dramatic periods in Brazilian history. With unprecedented access to Presidents Dilma Rousseff and Lula da Silva, we witness their rise and fall and the tragically polarized nation that remains. documentary,history"
3070,The Edge of Seventeen,"comedy,drama",2016,movie,0,"Two high school girls are best friends until one dates the other's older brother, who is totally his sister's nemesis.","Two high school girls are best friends until one dates the other's older brother, who is totally his sister's nemesis. comedy,drama"
3071,The Eichmann Show,"drama,history",2015,movie,0,"The behind-the-scenes true life story of a groundbreaking producer, Milton Fruchtman, and blacklisted TV director Leo Hurwitz who, overcoming enormous obstacles, set out to capture the testimony of one of the war's most notorious Nazis, Adolf Eichmann, who is accused of executing the 'final solution' and organising the murder of 6 million Jews. This is the extraordinary story of how the trial came to be televised and the team that made it happen.","The behind-the-scenes true life story of a groundbreaking producer, Milton Fruchtman, and blacklisted TV director Leo Hurwitz who, overcoming enormous obstacles, set out to capture the testimony of one of the war's most notorious Nazis, Adolf Eichmann, who is accused of executing the 'final solution' and organising the murder of 6 million Jews. This is the extraordinary story of how the trial came to be televised and the team that made it happen. drama,history"
3072,The Emigrant,drama,1994,movie,0,"In this retelling of Joseph's life with an Egyptian twist, the descendant of Abraham is known as Ram, a man leading a nomadic life and dreaming of studying in Egypt. Ram (Khaled El Nabaoui) and his brothers travel across the Sinai Desert, after which his brothers decide to sell him to a man who takes him to Thebes, Egypt. There, he meets military leader Amihar (Mahmoud Hemida) and his wife (Yousra), who lusts after Ram. He must deal with her advances and with Amihar's plans to obtain power.","In this retelling of Joseph's life with an Egyptian twist, the descendant of Abraham is known as Ram, a man leading a nomadic life and dreaming of studying in Egypt. Ram (Khaled El Nabaoui) and his brothers travel across the Sinai Desert, after which his brothers decide to sell him to a man who takes him to Thebes, Egypt. There, he meets military leader Amihar (Mahmoud Hemida) and his wife (Yousra), who lusts after Ram. He must deal with her advances and with Amihar's plans to obtain power. drama"
3073,The End,"action-and-adventure,comedy,crime",2019,movie,0,"When the end is written even before everything begins, and Khaled's future is in risk for a crime he didn't do, An officer is set to bring him down.","When the end is written even before everything begins, and Khaled's future is in risk for a crime he didn't do, An officer is set to bring him down. action-and-adventure,comedy,crime"
3074,The Endless,"science-fiction,cult,horror,mystery,thriller,fantasy",2017,movie,0,Two brothers return to the cult they fled from years ago to discover that the group's beliefs may be more sane than they once thought.,"Two brothers return to the cult they fled from years ago to discover that the group's beliefs may be more sane than they once thought. science-fiction,cult,horror,mystery,thriller,fantasy"
3075,The End of Doel's Love Story,"drama,romance",2020,movie,0,"Torn between reuniting with one family and leaving another behind, Doel must choose between the two women he loves.","Torn between reuniting with one family and leaving another behind, Doel must choose between the two women he loves. drama,romance"
3076,The End of the Tour,"drama,biography",2015,movie,0,"The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'","The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.' drama,biography"
3077,Theeram,"thriller,romance,drama",2017,movie,0,"An ordinary young man, Ali, makes a living by riding an auto rickshaw in the night. One day, he meets a woman called Suhra and falls in love with her. He tries to woo her in various ways but something from his past crops up, haunting his present.","An ordinary young man, Ali, makes a living by riding an auto rickshaw in the night. One day, he meets a woman called Suhra and falls in love with her. He tries to woo her in various ways but something from his past crops up, haunting his present. thriller,romance,drama"
3078,The Evil Dead,"horror,cult",1981,movie,0,"When a group of college students finds a mysterious book and recording in the old wilderness cabin they've rented for the weekend, they unwittingly unleash a demonic force from the surrounding forest.","When a group of college students finds a mysterious book and recording in the old wilderness cabin they've rented for the weekend, they unwittingly unleash a demonic force from the surrounding forest. horror,cult"
3079,The Exception,"drama,romance,documentary",2017,movie,0,"A German soldier tries to determine if the Dutch resistance has planted a spy to infiltrate the home of Kaiser Wilhelm in Holland during the onset of World War II, but falls for a young Jewish Dutch woman during his investigation.","A German soldier tries to determine if the Dutch resistance has planted a spy to infiltrate the home of Kaiser Wilhelm in Holland during the onset of World War II, but falls for a young Jewish Dutch woman during his investigation. drama,romance,documentary"
3080,Theeya Velai Seiyyanum Kumaru,"comedy,drama,romance",2013,movie,0,"Kumar (Siddharth) and George (Ganesh Venkataram) work at a software company. Their characters are different all together. While the former is shy and feels awkward to talk to girls, the latter has a high ability to attract woman. There enters a girl in their life in the form of Sanjana (Hansika Motwani). Kumar instantly falls for Sanjana and wants to win her. Being an introvert, he does not have the required confidence to impress her. Kumar seeks the help of love guru Mokia (Santhanam) in order to make her fall in love with him. And the game begins.","Kumar (Siddharth) and George (Ganesh Venkataram) work at a software company. Their characters are different all together. While the former is shy and feels awkward to talk to girls, the latter has a high ability to attract woman. There enters a girl in their life in the form of Sanjana (Hansika Motwani). Kumar instantly falls for Sanjana and wants to win her. Being an introvert, he does not have the required confidence to impress her. Kumar seeks the help of love guru Mokia (Santhanam) in order to make her fall in love with him. And the game begins. comedy,drama,romance"
3081,The Fear of 13,"documentary,crime,mystery",2015,movie,0,"After 23 years on Death Row a convicted murderer petitions the court asking to be executed, but as his story unfolds, it becomes clear that nothing is what it seems.","After 23 years on Death Row a convicted murderer petitions the court asking to be executed, but as his story unfolds, it becomes clear that nothing is what it seems. documentary,crime,mystery"
3082,The Feels,"comedy,lgbtq,romance,drama",2017,movie,0,A lesbian bachelorette weekend goes awry when one of the brides admits she's never had an orgasm.,"A lesbian bachelorette weekend goes awry when one of the brides admits she's never had an orgasm. comedy,lgbtq,romance,drama"
3083,The First Lady,drama,2016,movie,0,"Dreaming of a better life, an imperiled prostitute crosses paths with a wealthy company heir who’s been transformed into a child by his evil uncle.","Dreaming of a better life, an imperiled prostitute crosses paths with a wealthy company heir who’s been transformed into a child by his evil uncle. drama"
3084,The First Line,drama,2014,movie,0,"Two Athenian attorneys pursue litigation for the return of the Parthenon Marbles. As the bronze statue of Athena Promakhos used to stand guard in front of the Parthenon, both must find the courage to stand in defense of what they love.","Two Athenian attorneys pursue litigation for the return of the Parthenon Marbles. As the bronze statue of Athena Promakhos used to stand guard in front of the Parthenon, both must find the courage to stand in defense of what they love. drama"
3085,The First Temptation of Christ,comedy,2019,movie,1,"Jesus, who's hitting the big 3-0, brings a surprise guest to meet the family. A Christmas special so wrong it must be from comedians Porta dos Fundos.","Jesus, who's hitting the big 3-0, brings a surprise guest to meet the family. A Christmas special so wrong it must be from comedians Porta dos Fundos. comedy"
3086,The Five Venoms,"action-and-adventure,drama,mystery",1978,movie,0,"A kung-fu student is instructed by his dying teacher to track down five of the teacher's ex-students. Each of the five is equipped with a lethal martial arts skill, and the teacher fears this might be used for evil purposes. However, not only does the teacher not know the identity of the students (who all wore masks under his training), but some of the students also don't know each other!","A kung-fu student is instructed by his dying teacher to track down five of the teacher's ex-students. Each of the five is equipped with a lethal martial arts skill, and the teacher fears this might be used for evil purposes. However, not only does the teacher not know the identity of the students (who all wore masks under his training), but some of the students also don't know each other! action-and-adventure,drama,mystery"
3087,The Florida Project,drama,2017,movie,0,"The story of a precocious six year-old and her ragtag group of friends whose summer break is filled with childhood wonder, possibility and a sense of adventure while the adults around them struggle with hard times.","The story of a precocious six year-old and her ragtag group of friends whose summer break is filled with childhood wonder, possibility and a sense of adventure while the adults around them struggle with hard times. drama"
